actor,movie,movie_year,role_sentence,role_size
Robert De Niro,The Adventures of Rocky and Bullwinkle]],2000,"In The Adventures of Rocky and Bullwinkle]], Robert De Niro had a large role.",large
Robert De Niro,15 Minutes,2001,"In 15 Minutes, Robert De Niro had a large role.",large
Robert De Niro,The Score]],2001,"In The Score]], Robert De Niro had a large role.",large
Robert De Niro,Analyze That,2002,"In Analyze That, Robert De Niro had a large role.",large
Robert De Niro,City by the Sea,2002,"In City by the Sea, Robert De Niro had a large role.",large
Robert De Niro,Showtime,2002,"In Showtime, Robert De Niro had a large role.",large
Robert De Niro,Godsend,2004,"In Godsend, Robert De Niro had a large role.",large
Robert De Niro,Meet the Fockers,2004,"In Meet the Fockers, Robert De Niro had a large role.",large
Robert De Niro,Shark Tale,2004,"In Shark Tale, Robert De Niro had a small role.",small
Robert De Niro,The Bridge of San Luis Rey,2004,"In The Bridge of San Luis Rey, Robert De Niro had a large role.",large
Robert De Niro,Hide and Seek,2005,"In Hide and Seek, Robert De Niro had a large role.",large
Robert De Niro,Arthur and the Invisibles,2006,"In Arthur and the Invisibles, Robert De Niro had a large role.",large
Robert De Niro,The Good Shepherd]],2006,"In The Good Shepherd]], Robert De Niro had a large role.",large
Robert De Niro,Stardust,2007,"In Stardust, Robert De Niro had a large role.",large
Robert De Niro,Righteous Kill,2008,"In Righteous Kill, Robert De Niro had a large role.",large
Robert De Niro,What Just Happened,2008,"In What Just Happened, Robert De Niro had a large role.",large
Robert De Niro,Little Fockers,2010,"In Little Fockers, Robert De Niro had a large role.",large
Robert De Niro,Machete,2010,"In Machete, Robert De Niro had a large role.",large
Robert De Niro,Stone,2010,"In Stone, Robert De Niro had a large role.",large
Robert De Niro,Killer Elite,2011,"In Killer Elite, Robert De Niro had a large role.",large
Robert De Niro,Limitless,2011,"In Limitless, Robert De Niro had a large role.",large
Robert De Niro,The Ages of Love,2011,"In The Ages of Love, Robert De Niro had a large role.",large
Robert De Niro,Being Flynn,2012,"In Being Flynn, Robert De Niro had a large role.",large
Robert De Niro,Freelancers,2012,"In Freelancers, Robert De Niro had a large role.",large
Robert De Niro,Red Lights,2012,"In Red Lights, Robert De Niro had a large role.",large
Robert De Niro,Silver Linings Playbook,2012,"In Silver Linings Playbook, Robert De Niro had a large role.",large
Robert De Niro,American Hustle,2013,"In American Hustle, Robert De Niro had a large role.",large
Robert De Niro,Grudge Match,2013,"In Grudge Match, Robert De Niro had a large role.",large
Robert De Niro,Killing Season,2013,"In Killing Season, Robert De Niro had a large role.",large
Robert De Niro,Last Vegas,2013,"In Last Vegas, Robert De Niro had a large role.",large
Robert De Niro,The Big Wedding,2013,"In The Big Wedding, Robert De Niro had a large role.",large
Robert De Niro,The Family]],2013,"In The Family]], Robert De Niro had a large role.",large
Robert De Niro,The Bag Man,2014,"In The Bag Man, Robert De Niro had a large role.",large
Robert De Niro,Heist,2015,"In Heist, Robert De Niro had a large role.",large
Robert De Niro,Joy,2015,"In Joy, Robert De Niro had a large role.",large
Robert De Niro,The Audition,2015,"In The Audition, Robert De Niro had a large role.",large
Robert De Niro,The Intern]],2015,"In The Intern]], Robert De Niro had a large role.",large
Robert De Niro,Dirty Grandpa,2016,"In Dirty Grandpa, Robert De Niro had a large role.",large
Robert De Niro,Hands of Stone,2016,"In Hands of Stone, Robert De Niro had a large role.",large
Robert De Niro,Jackie Brown,2016,"In Jackie Brown, Robert De Niro had a large role.",large
Robert De Niro,The Comedian]],2016,"In The Comedian]], Robert De Niro had a large role.",large
Robert De Niro,Wag the Dog,2016,"In Wag the Dog, Robert De Niro had a large role.",large
Robert De Niro,Joker,2019,"In Joker, Robert De Niro had a large role.",large
Robert De Niro,The Irishman,2019,"In The Irishman, Robert De Niro had a large role.",large
Robert De Niro,"Father of the Bride, Part 3(ish)",2020,"In ""Father of the Bride, Part 3(ish)"", Robert De Niro had a large role.",large
Robert De Niro,The Comeback Trail]],2020,"In The Comeback Trail]], Robert De Niro had a large role.",large
Robert De Niro,The War with Grandpa,2020,"In The War with Grandpa, Robert De Niro had a large role.",large
Robert De Niro,Amsterdam,2022,"In Amsterdam, Robert De Niro had a large role.",large
Robert De Niro,Savage Salvation,2022,"In Savage Salvation, Robert De Niro had a large role.",large
Robert De Niro,About My Father,2023,"In About My Father, Robert De Niro had a large role.",large
Robert De Niro,Ezra,2023,"In Ezra, Robert De Niro had a large role.",large
Robert De Niro,Killers of the Flower Moon,2023,"In Killers of the Flower Moon, Robert De Niro had a large role.",large
Robert De Niro,The Alto Knights,2025,"In The Alto Knights, Robert De Niro had a large role.",large
Robert De Niro,Tin Soldier,2025,"In Tin Soldier, Robert De Niro had a large role.",large
Robert De Niro,Focker In-Law,2026,"In Focker In-Law, Robert De Niro had a large role.",large
Robert De Niro,The Whisper Man,2026,"In The Whisper Man, Robert De Niro had a large role.",large
Robert Downey Jr.,Pound,1970,"In Pound, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Two Tons of Turquoise to Taos Tonight,1975,"In Two Tons of Turquoise to Taos Tonight, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Up the Academy,1980,"In Up the Academy, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Firstborn,1984,"In Firstborn, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Deadwait,1985,"In Deadwait, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Girls Just Want to Have Fun,1985,"In Girls Just Want to Have Fun, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Tuff Turf,1985,"In Tuff Turf, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Weird Science,1985,"In Weird Science, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Back to School,1986,"In Back to School, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Less than Zero,1987,"In Less than Zero, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,The Pick-up Artist (1987 film),1987,"In The Pick-up Artist (1987 film), Robert Downey Jr. had a large role.",large
Robert Downey Jr.,1969,1988,"In 1969, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Johnny Be Good,1988,"In Johnny Be Good, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Rented Lips,1988,"In Rented Lips, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Chances Are,1989,"In Chances Are, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,True Believer,1989,"In True Believer, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Air America,1990,"In Air America, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Soapdish,1991,"In Soapdish, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Too Much Sun,1991,"In Too Much Sun, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Chaplin,1992,"In Chaplin, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Heart and Souls,1993,"In Heart and Souls, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Short Cuts,1993,"In Short Cuts, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,The Last Party (film),1993,"In The Last Party (film), Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Hail Caesar,1994,"In Hail Caesar, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Natural Born Killers,1994,"In Natural Born Killers, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Only You,1994,"In Only You, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Home for the Holidays,1995,"In Home for the Holidays, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Restoration,1995,"In Restoration, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Richard III,1995,"In Richard III, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Danger Zone,1996,"In Danger Zone, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Hugo Pool,1997,"In Hugo Pool, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,One Night Stand,1997,"In One Night Stand, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Two Girls and a Guy,1997,"In Two Girls and a Guy, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,The Gingerbread Man (film),1998,"In The Gingerbread Man (film), Robert Downey Jr. had a large role.",large
Robert Downey Jr.,U.S. Marshals,1998,"In U.S. Marshals, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Black and White,1999,"In Black and White, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Bowfinger,1999,"In Bowfinger, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Friends & Lovers,1999,"In Friends & Lovers, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,In Dreams,1999,"In In Dreams, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Wonder Boys,2000,"In Wonder Boys, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Lethargy,2002,"In Lethargy, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Charlie: The Life and Art of Charles Chaplin,2003,"In Charlie: The Life and Art of Charles Chaplin, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Gothika,2003,"In Gothika, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,The Singing Detective (film),2003,"In The Singing Detective (film), Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Whatever We Do,2003,"In Whatever We Do, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Eros,2004,"In Eros, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Game 6,2005,"In Game 6, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,"Good Night, and Good Luck",2005,"In ""Good Night, and Good Luck"", Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Hubert Selby Jr.: It/ll Be Better Tomorrow,2005,"In Hubert Selby Jr.: It/ll Be Better Tomorrow, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Kiss Kiss Bang Bang,2005,"In Kiss Kiss Bang Bang, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,The Outsider,2005,"In The Outsider, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,A Guide to Recognizing Your Saints,2006,"In A Guide to Recognizing Your Saints, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,A Scanner Darkly (film),2006,"In A Scanner Darkly (film), Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Fur,2006,"In Fur, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,The Shaggy Dog (2006 film),2006,"In The Shaggy Dog (2006 film), Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Charlie Bartlett,2007,"In Charlie Bartlett, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Lucky You,2007,"In Lucky You, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Zodiac,2007,"In Zodiac, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Iron Man,2008,"In Iron Man, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,The Incredible Hulk (film),2008,"In The Incredible Hulk (film), Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Tropic Thunder,2008,"In Tropic Thunder, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Sherlock Holmes,2009,"In Sherlock Holmes, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,The Soloist,2009,"In The Soloist, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Due Date,2010,"In Due Date, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Iron Man 2,2010,"In Iron Man 2, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Love & Distrust,2010,"In Love & Distrust, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Sherlock Holmes: A Game of Shadows,2011,"In Sherlock Holmes: A Game of Shadows, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,The Avengers,2012,"In The Avengers, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Iron Man 3,2013,"In Iron Man 3, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Chef,2014,"In Chef, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,The Judge (2014 film),2014,"In The Judge (2014 film), Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Avengers: Age of Ultron,2015,"In Avengers: Age of Ultron, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Captain America: Civil War,2016,"In Captain America: Civil War, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Spider-Man: Homecoming,2017,"In Spider-Man: Homecoming, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Avengers: Infinity War,2018,"In Avengers: Infinity War, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Avengers: Endgame,2019,"In Avengers: Endgame, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Dolittle,2020,"In Dolittle, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,"""Sr.""",2022,"In """"""Sr."""""", Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Oppenheimer,2023,"In Oppenheimer, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Play Dirty,2025,"In Play Dirty, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,The Fantastic Four: First Steps,2025,"In The Fantastic Four: First Steps, Robert Downey Jr. had a large role.",large
Robert Downey Jr.,Avengers: Secret Wars,2027,"In Avengers: Secret Wars, Robert Downey Jr. had a large role.",large
Robert Pattinson,Vanity Fair,2004,"In Vanity Fair, Robert Pattinson had a large role.",large
Robert Pattinson,Harry Potter and the Goblet of Fire,2005,"In Harry Potter and the Goblet of Fire, Robert Pattinson had a large role.",large
Robert Pattinson,How to Be,2008,"In How to Be, Robert Pattinson had a large role.",large
Robert Pattinson,Twilight,2008,"In Twilight, Robert Pattinson had a large role.",large
Robert Pattinson,Little Ashes,2009,"In Little Ashes, Robert Pattinson had a large role.",large
Robert Pattinson,The Twilight Saga: New Moon,2009,"In The Twilight Saga: New Moon, Robert Pattinson had a large role.",large
Robert Pattinson,Love & Distrust,2010,"In Love & Distrust, Robert Pattinson had a large role.",large
Robert Pattinson,Remember Me,2010,"In Remember Me, Robert Pattinson had a large role.",large
Robert Pattinson,The Twilight Saga: Eclipse,2010,"In The Twilight Saga: Eclipse, Robert Pattinson had a large role.",large
Robert Pattinson,The Twilight Saga: Breaking Dawn – Part 1,2011,"In The Twilight Saga: Breaking Dawn – Part 1, Robert Pattinson had a large role.",large
Robert Pattinson,Water for Elephants,2011,"In Water for Elephants, Robert Pattinson had a large role.",large
Robert Pattinson,Bel Ami,2012,"In Bel Ami, Robert Pattinson had a large role.",large
Robert Pattinson,Cosmopolis,2012,"In Cosmopolis, Robert Pattinson had a large role.",large
Robert Pattinson,The Twilight Saga: Breaking Dawn – Part 2,2012,"In The Twilight Saga: Breaking Dawn – Part 2, Robert Pattinson had a large role.",large
Robert Pattinson,Maps to the Stars,2014,"In Maps to the Stars, Robert Pattinson had a large role.",large
Robert Pattinson,The Rover,2014,"In The Rover, Robert Pattinson had a large role.",large
Robert Pattinson,Life,2015,"In Life, Robert Pattinson had a large role.",large
Robert Pattinson,Queen of the Desert,2015,"In Queen of the Desert, Robert Pattinson had a large role.",large
Robert Pattinson,The Childhood of a Leader,2016,"In The Childhood of a Leader, Robert Pattinson had a large role.",large
Robert Pattinson,The Lost City of Z,2016,"In The Lost City of Z, Robert Pattinson had a large role.",large
Robert Pattinson,Good Time,2017,"In Good Time, Robert Pattinson had a large role.",large
Robert Pattinson,Damsel,2018,"In Damsel, Robert Pattinson had a large role.",large
Robert Pattinson,High Life,2018,"In High Life, Robert Pattinson had a large role.",large
Robert Pattinson,The King,2019,"In The King, Robert Pattinson had a large role.",large
Robert Pattinson,The Lighthouse,2019,"In The Lighthouse, Robert Pattinson had a large role.",large
Robert Pattinson,Waiting for the Barbarians,2019,"In Waiting for the Barbarians, Robert Pattinson had a large role.",large
